period,fiscal_year,fiscal_quarter,entity,bu,account_code,account_name,account_category,amount_usd_mn,source
2024-04,FY2024,Q2,GRP-ELEC,Electronics,6100,Salaries & Wages,Opex,-10.305,HFM
2024-04,FY2024,Q2,GRP-ELEC,Electronics,6200,Marketing,Opex,-3.843,HFM
2024-04,FY2024,Q2,GRP-ELEC,Electronics,6300,R&D,Opex,-5.214,HFM
2024-04,FY2024,Q2,GRP-ELEC,Electronics,6400,Travel,Opex,-1.235,HFM
2024-04,FY2024,Q2,GRP-ELEC,Electronics,6500,IT & Infrastructure,Opex,-2.97,HFM
2024-04,FY2024,Q2,GRP-ELEC,Electronics,6600,General & Admin,Opex,-2.012,HFM
2024-04,FY2024,Q2,GRP-ELEC,Electronics,7100,Depreciation,D&A,-6.566,HFM
2024-04,FY2024,Q2,GRP-ELEC,Electronics,8100,Interest Expense,Finance,-3.965,HFM
2024-04,FY2024,Q2,GRP-ELEC,Electronics,9100,Income Tax,Tax,-7.899,HFM
2024-04,FY2024,Q2,GRP-AUTO,Automotive,4000,Product Revenue,Revenue,130.023,HFM
2024-04,FY2024,Q2,GRP-AUTO,Automotive,4100,Service Revenue,Revenue,52.772,HFM
2024-04,FY2024,Q2,GRP-AUTO,Automotive,5000,Cost of Goods Sold,COGS,-99.348,HFM
2024-04,FY2024,Q2,GRP-AUTO,Automotive,6100,Salaries & Wages,Opex,-13.979,HFM
2024-04,FY2024,Q2,GRP-AUTO,Automotive,6200,Marketing,Opex,-5.558,HFM
2024-04,FY2024,Q2,GRP-AUTO,Automotive,6300,R&D,Opex,-7.207,HFM
2024-04,FY2024,Q2,GRP-AUTO,Automotive,6400,Travel,Opex,-1.757,HFM
2024-04,FY2024,Q2,GRP-AUTO,Automotive,6500,IT & Infrastructure,Opex,-4.267,HFM
2024-04,FY2024,Q2,GRP-AUTO,Automotive,6600,General & Admin,Opex,-2.776,HFM
2024-04,FY2024,Q2,GRP-AUTO,Automotive,7100,Depreciation,D&A,-8.649,HFM
2024-04,FY2024,Q2,GRP-AUTO,Automotive,8100,Interest Expense,Finance,-5.285,HFM
2024-04,FY2024,Q2,GRP-AUTO,Automotive,9100,Income Tax,Tax,-11.595,HFM
2024-04,FY2024,Q2,GRP-HEAL,Healthcare,4000,Product Revenue,Revenue,64.207,HFM
2024-04,FY2024,Q2,GRP-HEAL,Healthcare,4100,Service Revenue,Revenue,27.848,HFM
2024-04,FY2024,Q2,GRP-HEAL,Healthcare,5000,Cost of Goods Sold,COGS,-50.737,HFM
2024-04,FY2024,Q2,GRP-HEAL,Healthcare,6100,Salaries & Wages,Opex,-7.344,HFM
2024-04,FY2024,Q2,GRP-HEAL,Healthcare,6200,Marketing,Opex,-2.703,HFM
2024-04,FY2024,Q2,GRP-HEAL,Healthcare,6300,R&D,Opex,-3.638,HFM
2024-04,FY2024,Q2,GRP-HEAL,Healthcare,6400,Travel,Opex,-0.929,HFM
2024-04,FY2024,Q2,GRP-HEAL,Healthcare,6500,IT & Infrastructure,Opex,-2.16,HFM
2024-04,FY2024,Q2,GRP-HEAL,Healthcare,6600,General & Admin,Opex,-1.464,HFM
2024-04,FY2024,Q2,GRP-HEAL,Healthcare,7100,Depreciation,D&A,-4.57,HFM
2024-04,FY2024,Q2,GRP-HEAL,Healthcare,8100,Interest Expense,Finance,-2.786,HFM
2024-04,FY2024,Q2,GRP-HEAL,Healthcare,9100,Income Tax,Tax,-5.579,HFM
2024-05,FY2024,Q2,GRP-ELEC,Electronics,4000,Product Revenue,Revenue,90.496,HFM
2024-05,FY2024,Q2,GRP-ELEC,Electronics,4100,Service Revenue,Revenue,39.176,HFM
2024-05,FY2024,Q2,GRP-ELEC,Electronics,5000,Cost of Goods Sold,COGS,-68.631,HFM
2024-05,FY2024,Q2,GRP-ELEC,Electronics,6100,Salaries & Wages,Opex,-10.057,HFM
2024-05,FY2024,Q2,GRP-ELEC,Electronics,6200,Marketing,Opex,-3.756,HFM
2024-05,FY2024,Q2,GRP-ELEC,Electronics,6300,R&D,Opex,-5.243,HFM
2024-05,FY2024,Q2,GRP-ELEC,Electronics,6400,Travel,Opex,-1.348,HFM
2024-05,FY2024,Q2,GRP-ELEC,Electronics,6500,IT & Infrastructure,Opex,-3.157,HFM
2024-05,FY2024,Q2,GRP-ELEC,Electronics,6600,General & Admin,Opex,-2.03,HFM
2024-05,FY2024,Q2,GRP-ELEC,Electronics,7100,Depreciation,D&A,-6.389,HFM
2024-05,FY2024,Q2,GRP-ELEC,Electronics,8100,Interest Expense,Finance,-4.032,HFM
2024-05,FY2024,Q2,GRP-ELEC,Electronics,9100,Income Tax,Tax,-8.116,HFM
2024-05,FY2024,Q2,GRP-AUTO,Automotive,4000,Product Revenue,Revenue,122.109,HFM
2024-05,FY2024,Q2,GRP-AUTO,Automotive,4100,Service Revenue,Revenue,55.916,HFM
2024-05,FY2024,Q2,GRP-AUTO,Automotive,5000,Cost of Goods Sold,COGS,-97.848,HFM
2024-05,FY2024,Q2,GRP-AUTO,Automotive,6100,Salaries & Wages,Opex,-14.052,HFM
2024-05,FY2024,Q2,GRP-AUTO,Automotive,6200,Marketing,Opex,-5.523,HFM
2024-05,FY2024,Q2,GRP-AUTO,Automotive,6300,R&D,Opex,-7.449,HFM
2024-05,FY2024,Q2,GRP-AUTO,Automotive,6400,Travel,Opex,-1.754,HFM
2024-05,FY2024,Q2,GRP-AUTO,Automotive,6500,IT & Infrastructure,Opex,-4.508,HFM
2024-05,FY2024,Q2,GRP-AUTO,Automotive,6600,General & Admin,Opex,-2.9,HFM
2024-05,FY2024,Q2,GRP-AUTO,Automotive,7100,Depreciation,D&A,-8.972,HFM
2024-05,FY2024,Q2,GRP-AUTO,Automotive,8100,Interest Expense,Finance,-5.619,HFM
2024-05,FY2024,Q2,GRP-AUTO,Automotive,9100,Income Tax,Tax,-11.138,HFM
2024-05,FY2024,Q2,GRP-HEAL,Healthcare,4000,Product Revenue,Revenue,65.82,HFM
2024-05,FY2024,Q2,GRP-HEAL,Healthcare,4100,Service Revenue,Revenue,27.633,HFM
2024-05,FY2024,Q2,GRP-HEAL,Healthcare,5000,Cost of Goods Sold,COGS,-51.567,HFM
2024-05,FY2024,Q2,GRP-HEAL,Healthcare,6100,Salaries & Wages,Opex,-7.262,HFM
2024-05,FY2024,Q2,GRP-HEAL,Healthcare,6200,Marketing,Opex,-2.658,HFM
2024-05,FY2024,Q2,GRP-HEAL,Healthcare,6300,R&D,Opex,-3.7,HFM
2024-05,FY2024,Q2,GRP-HEAL,Healthcare,6400,Travel,Opex,-0.935,HFM
2024-05,FY2024,Q2,GRP-HEAL,Healthcare,6500,IT & Infrastructure,Opex,-2.128,HFM
2024-05,FY2024,Q2,GRP-HEAL,Healthcare,6600,General & Admin,Opex,-1.418,HFM
2024-05,FY2024,Q2,GRP-HEAL,Healthcare,7100,Depreciation,D&A,-4.448,HFM
2024-05,FY2024,Q2,GRP-HEAL,Healthcare,8100,Interest Expense,Finance,-2.749,HFM
2024-05,FY2024,Q2,GRP-HEAL,Healthcare,9100,Income Tax,Tax,-5.518,HFM
2024-06,FY2024,Q2,GRP-ELEC,Electronics,4000,Product Revenue,Revenue,89.113,HFM
2024-06,FY2024,Q2,GRP-ELEC,Electronics,4100,Service Revenue,Revenue,40.758,HFM
2024-06,FY2024,Q2,GRP-ELEC,Electronics,5000,Cost of Goods Sold,COGS,-73.309,HFM
2024-06,FY2024,Q2,GRP-ELEC,Electronics,6100,Salaries & Wages,Opex,-10.653,HFM
2024-06,FY2024,Q2,GRP-ELEC,Electronics,6200,Marketing,Opex,-3.979,HFM
2024-06,FY2024,Q2,GRP-ELEC,Electronics,6300,R&D,Opex,-5.369,HFM
2024-06,FY2024,Q2,GRP-ELEC,Electronics,6400,Travel,Opex,-1.319,HFM
2024-06,FY2024,Q2,GRP-ELEC,Electronics,6500,IT & Infrastructure,Opex,-3.039,HFM
2024-06,FY2024,Q2,GRP-ELEC,Electronics,6600,General & Admin,Opex,-2.1,HFM
2024-06,FY2024,Q2,GRP-ELEC,Electronics,7100,Depreciation,D&A,-6.635,HFM
2024-06,FY2024,Q2,GRP-ELEC,Electronics,8100,Interest Expense,Finance,-3.941,HFM
2024-06,FY2024,Q2,GRP-ELEC,Electronics,9100,Income Tax,Tax,-8.534,HFM
2024-06,FY2024,Q2,GRP-AUTO,Automotive,4000,Product Revenue,Revenue,132.902,HFM
2024-06,FY2024,Q2,GRP-AUTO,Automotive,4100,Service Revenue,Revenue,56.833,HFM
2024-06,FY2024,Q2,GRP-AUTO,Automotive,5000,Cost of Goods Sold,COGS,-101.134,HFM
2024-06,FY2024,Q2,GRP-AUTO,Automotive,6100,Salaries & Wages,Opex,-15.292,HFM
2024-06,FY2024,Q2,GRP-AUTO,Automotive,6200,Marketing,Opex,-5.704,HFM
2024-06,FY2024,Q2,GRP-AUTO,Automotive,6300,R&D,Opex,-7.231,HFM
2024-06,FY2024,Q2,GRP-AUTO,Automotive,6400,Travel,Opex,-1.799,HFM
2024-06,FY2024,Q2,GRP-AUTO,Automotive,6500,IT & Infrastructure,Opex,-4.443,HFM
2024-06,FY2024,Q2,GRP-AUTO,Automotive,6600,General & Admin,Opex,-2.839,HFM
2024-06,FY2024,Q2,GRP-AUTO,Automotive,7100,Depreciation,D&A,-9.421,HFM
2024-06,FY2024,Q2,GRP-AUTO,Automotive,8100,Interest Expense,Finance,-5.511,HFM
2024-06,FY2024,Q2,GRP-AUTO,Automotive,9100,Income Tax,Tax,-11.539,HFM
2024-06,FY2024,Q2,GRP-HEAL,Healthcare,4000,Product Revenue,Revenue,64.418,HFM
2024-06,FY2024,Q2,GRP-HEAL,Healthcare,4100,Service Revenue,Revenue,27.368,HFM
2024-06,FY2024,Q2,GRP-HEAL,Healthcare,5000,Cost of Goods Sold,COGS,-51.359,HFM
2024-06,FY2024,Q2,GRP-HEAL,Healthcare,6100,Salaries & Wages,Opex,-7.169,HFM
2024-06,FY2024,Q2,GRP-HEAL,Healthcare,6200,Marketing,Opex,-2.865,HFM
2024-06,FY2024,Q2,GRP-HEAL,Healthcare,6300,R&D,Opex,-3.739,HFM
2024-06,FY2024,Q2,GRP-HEAL,Healthcare,6400,Travel,Opex,-0.917,HFM
2024-06,FY2024,Q2,GRP-HEAL,Healthcare,6500,IT & Infrastructure,Opex,-2.242,HFM
2024-06,FY2024,Q2,GRP-HEAL,Healthcare,6600,General & Admin,Opex,-1.415,HFM
2024-06,FY2024,Q2,GRP-HEAL,Healthcare,7100,Depreciation,D&A,-4.494,HFM
2024-06,FY2024,Q2,GRP-HEAL,Healthcare,8100,Interest Expense,Finance,-2.778,HFM
2024-06,FY2024,Q2,GRP-HEAL,Healthcare,9100,Income Tax,Tax,-5.67,HFM
2024-07,FY2024,Q3,GRP-ELEC,Electronics,4000,Product Revenue,Revenue,94.076,HFM
2024-07,FY2024,Q3,GRP-ELEC,Electronics,4100,Service Revenue,Revenue,39.19,HFM
2024-07,FY2024,Q3,GRP-ELEC,Electronics,5000,Cost of Goods Sold,COGS,-73.54,HFM
2024-07,FY2024,Q3,GRP-ELEC,Electronics,6100,Salaries & Wages,Opex,-10.431,HFM
2024-07,FY2024,Q3,GRP-ELEC,Electronics,6200,Marketing,Opex,-3.987,HFM
2024-07,FY2024,Q3,GRP-ELEC,Electronics,6300,R&D,Opex,-5.376,HFM
2024-07,FY2024,Q3,GRP-ELEC,Electronics,6400,Travel,Opex,-1.318,HFM
2024-07,FY2024,Q3,GRP-ELEC,Electronics,6500,IT & Infrastructure,Opex,-3.196,HFM
2024-07,FY2024,Q3,GRP-ELEC,Electronics,6600,General & Admin,Opex,-2.082,HFM
2024-07,FY2024,Q3,GRP-ELEC,Electronics,7100,Depreciation,D&A,-6.767,HFM
2024-07,FY2024,Q3,GRP-ELEC,Electronics,8100,Interest Expense,Finance,-3.955,HFM
2024-07,FY2024,Q3,GRP-ELEC,Electronics,9100,Income Tax,Tax,-8.561,HFM
2024-07,FY2024,Q3,GRP-AUTO,Automotive,4000,Product Revenue,Revenue,128.228,HFM
2024-07,FY2024,Q3,GRP-AUTO,Automotive,4100,Service Revenue,Revenue,54.508,HFM
2024-07,FY2024,Q3,GRP-AUTO,Automotive,5000,Cost of Goods Sold,COGS,-99.532,HFM
2024-07,FY2024,Q3,GRP-AUTO,Automotive,6100,Salaries & Wages,Opex,-15.008,HFM
2024-07,FY2024,Q3,GRP-AUTO,Automotive,6200,Marketing,Opex,-5.473,HFM
2024-07,FY2024,Q3,GRP-AUTO,Automotive,6300,R&D,Opex,-7.22,HFM
2024-07,FY2024,Q3,GRP-AUTO,Automotive,6400,Travel,Opex,-1.83,HFM
2024-07,FY2024,Q3,GRP-AUTO,Automotive,6500,IT & Infrastructure,Opex,-4.381,HFM
2024-07,FY2024,Q3,GRP-AUTO,Automotive,6600,General & Admin,Opex,-2.967,HFM
2024-07,FY2024,Q3,GRP-AUTO,Automotive,7100,Depreciation,D&A,-9.235,HFM
2024-07,FY2024,Q3,GRP-AUTO,Automotive,8100,Interest Expense,Finance,-5.436,HFM
2024-07,FY2024,Q3,GRP-AUTO,Automotive,9100,Income Tax,Tax,-12.082,HFM
2024-07,FY2024,Q3,GRP-HEAL,Healthcare,4000,Product Revenue,Revenue,63.435,HFM
2024-07,FY2024,Q3,GRP-HEAL,Healthcare,4100,Service Revenue,Revenue,28.654,HFM
2024-07,FY2024,Q3,GRP-HEAL,Healthcare,5000,Cost of Goods Sold,COGS,-49.952,HFM
2024-07,FY2024,Q3,GRP-HEAL,Healthcare,6100,Salaries & Wages,Opex,-7.459,HFM
2024-07,FY2024,Q3,GRP-HEAL,Healthcare,6200,Marketing,Opex,-2.908,HFM
2024-07,FY2024,Q3,GRP-HEAL,Healthcare,6300,R&D,Opex,-3.834,HFM
2024-07,FY2024,Q3,GRP-HEAL,Healthcare,6400,Travel,Opex,-0.934,HFM
2024-07,FY2024,Q3,GRP-HEAL,Healthcare,6500,IT & Infrastructure,Opex,-2.277,HFM
2024-07,FY2024,Q3,GRP-HEAL,Healthcare,6600,General & Admin,Opex,-1.526,HFM
2024-07,FY2024,Q3,GRP-HEAL,Healthcare,7100,Depreciation,D&A,-4.587,HFM
2024-07,FY2024,Q3,GRP-HEAL,Healthcare,8100,Interest Expense,Finance,-2.811,HFM
2024-07,FY2024,Q3,GRP-HEAL,Healthcare,9100,Income Tax,Tax,-5.859,HFM
2024-08,FY2024,Q3,GRP-ELEC,Electronics,4000,Product Revenue,Revenue,93.694,HFM
2024-08,FY2024,Q3,GRP-ELEC,Electronics,4100,Service Revenue,Revenue,41.101,HFM
2024-08,FY2024,Q3,GRP-ELEC,Electronics,5000,Cost of Goods Sold,COGS,-71.607,HFM
2024-08,FY2024,Q3,GRP-ELEC,Electronics,6100,Salaries & Wages,Opex,-11.067,HFM
2024-08,FY2024,Q3,GRP-ELEC,Electronics,6200,Marketing,Opex,-4.041,HFM
2024-08,FY2024,Q3,GRP-ELEC,Electronics,6300,R&D,Opex,-5.454,HFM
2024-08,FY2024,Q3,GRP-ELEC,Electronics,6400,Travel,Opex,-1.344,HFM
2024-08,FY2024,Q3,GRP-ELEC,Electronics,6500,IT & Infrastructure,Opex,-3.196,HFM
2024-08,FY2024,Q3,GRP-ELEC,Electronics,6600,General & Admin,Opex,-2.135,HFM
2024-08,FY2024,Q3,GRP-ELEC,Electronics,7100,Depreciation,D&A,-6.78,HFM
2024-08,FY2024,Q3,GRP-ELEC,Electronics,8100,Interest Expense,Finance,-4.188,HFM
2024-08,FY2024,Q3,GRP-ELEC,Electronics,9100,Income Tax,Tax,-8.271,HFM
2024-08,FY2024,Q3,GRP-AUTO,Automotive,4000,Product Revenue,Revenue,127.166,HFM
2024-08,FY2024,Q3,GRP-AUTO,Automotive,4100,Service Revenue,Revenue,54.96,HFM
2024-08,FY2024,Q3,GRP-AUTO,Automotive,5000,Cost of Goods Sold,COGS,-106.961,HFM
2024-08,FY2024,Q3,GRP-AUTO,Automotive,6100,Salaries & Wages,Opex,-15.674,HFM
2024-08,FY2024,Q3,GRP-AUTO,Automotive,6200,Marketing,Opex,-5.531,HFM
2024-08,FY2024,Q3,GRP-AUTO,Automotive,6300,R&D,Opex,-7.603,HFM
2024-08,FY2024,Q3,GRP-AUTO,Automotive,6400,Travel,Opex,-1.912,HFM
2024-08,FY2024,Q3,GRP-AUTO,Automotive,6500,IT & Infrastructure,Opex,-4.416,HFM
2024-08,FY2024,Q3,GRP-AUTO,Automotive,6600,General & Admin,Opex,-3.091,HFM
2024-08,FY2024,Q3,GRP-AUTO,Automotive,7100,Depreciation,D&A,-9.337,HFM
2024-08,FY2024,Q3,GRP-AUTO,Automotive,8100,Interest Expense,Finance,-5.746,HFM
2024-08,FY2024,Q3,GRP-AUTO,Automotive,9100,Income Tax,Tax,-11.796,HFM
2024-08,FY2024,Q3,GRP-HEAL,Healthcare,4000,Product Revenue,Revenue,67.374,HFM
2024-08,FY2024,Q3,GRP-HEAL,Healthcare,4100,Service Revenue,Revenue,29.222,HFM
2024-08,FY2024,Q3,GRP-HEAL,Healthcare,5000,Cost of Goods Sold,COGS,-51.46,HFM
2024-08,FY2024,Q3,GRP-HEAL,Healthcare,6100,Salaries & Wages,Opex,-7.428,HFM
2024-08,FY2024,Q3,GRP-HEAL,Healthcare,6200,Marketing,Opex,-2.864,HFM
2024-08,FY2024,Q3,GRP-HEAL,Healthcare,6300,R&D,Opex,-3.671,HFM
2024-08,FY2024,Q3,GRP-HEAL,Healthcare,6400,Travel,Opex,-0.919,HFM
2024-08,FY2024,Q3,GRP-HEAL,Healthcare,6500,IT & Infrastructure,Opex,-2.323,HFM
2024-08,FY2024,Q3,GRP-HEAL,Healthcare,6600,General & Admin,Opex,-1.492,HFM
2024-08,FY2024,Q3,GRP-HEAL,Healthcare,7100,Depreciation,D&A,-4.773,HFM
2024-08,FY2024,Q3,GRP-HEAL,Healthcare,8100,Interest Expense,Finance,-2.85,HFM
2024-08,FY2024,Q3,GRP-HEAL,Healthcare,9100,Income Tax,Tax,-6.069,HFM
2024-09,FY2024,Q3,GRP-ELEC,Electronics,4000,Product Revenue,Revenue,92.407,HFM
2024-09,FY2024,Q3,GRP-ELEC,Electronics,4100,Service Revenue,Revenue,39.9,HFM
2024-09,FY2024,Q3,GRP-ELEC,Electronics,5000,Cost of Goods Sold,COGS,-73.549,HFM
2024-09,FY2024,Q3,GRP-ELEC,Electronics,6100,Salaries & Wages,Opex,-10.776,HFM
2024-09,FY2024,Q3,GRP-ELEC,Electronics,6200,Marketing,Opex,-4.032,HFM
2024-09,FY2024,Q3,GRP-ELEC,Electronics,6300,R&D,Opex,-5.366,HFM
2024-09,FY2024,Q3,GRP-ELEC,Electronics,6400,Travel,Opex,-1.383,HFM
2024-09,FY2024,Q3,GRP-ELEC,Electronics,6500,IT & Infrastructure,Opex,-3.221,HFM
2024-09,FY2024,Q3,GRP-ELEC,Electronics,6600,General & Admin,Opex,-2.178,HFM
2024-09,FY2024,Q3,GRP-ELEC,Electronics,7100,Depreciation,D&A,-7.033,HFM
2024-09,FY2024,Q3,GRP-ELEC,Electronics,8100,Interest Expense,Finance,-4.056,HFM
2024-09,FY2024,Q3,GRP-ELEC,Electronics,9100,Income Tax,Tax,-8.603,HFM
2024-09,FY2024,Q3,GRP-AUTO,Automotive,4000,Product Revenue,Revenue,138.953,HFM
2024-09,FY2024,Q3,GRP-AUTO,Automotive,4100,Service Revenue,Revenue,57.018,HFM
2024-09,FY2024,Q3,GRP-AUTO,Automotive,5000,Cost of Goods Sold,COGS,-102.595,HFM
2024-09,FY2024,Q3,GRP-AUTO,Automotive,6100,Salaries & Wages,Opex,-14.726,HFM
2024-09,FY2024,Q3,GRP-AUTO,Automotive,6200,Marketing,Opex,-5.846,HFM
2024-09,FY2024,Q3,GRP-AUTO,Automotive,6300,R&D,Opex,-7.754,HFM
2024-09,FY2024,Q3,GRP-AUTO,Automotive,6400,Travel,Opex,-1.981,HFM
2024-09,FY2024,Q3,GRP-AUTO,Automotive,6500,IT & Infrastructure,Opex,-4.667,HFM
2024-09,FY2024,Q3,GRP-AUTO,Automotive,6600,General & Admin,Opex,-2.959,HFM
2024-09,FY2024,Q3,GRP-AUTO,Automotive,7100,Depreciation,D&A,-9.314,HFM
2024-09,FY2024,Q3,GRP-AUTO,Automotive,8100,Interest Expense,Finance,-5.559,HFM
2024-09,FY2024,Q3,GRP-AUTO,Automotive,9100,Income Tax,Tax,-11.544,HFM
2024-09,FY2024,Q3,GRP-HEAL,Healthcare,4000,Product Revenue,Revenue,69.011,HFM
2024-09,FY2024,Q3,GRP-HEAL,Healthcare,4100,Service Revenue,Revenue,28.818,HFM
2024-09,FY2024,Q3,GRP-HEAL,Healthcare,5000,Cost of Goods Sold,COGS,-50.634,HFM
2024-09,FY2024,Q3,GRP-HEAL,Healthcare,6100,Salaries & Wages,Opex,-7.592,HFM
2024-09,FY2024,Q3,GRP-HEAL,Healthcare,6200,Marketing,Opex,-2.932,HFM
2024-09,FY2024,Q3,GRP-HEAL,Healthcare,6300,R&D,Opex,-3.7,HFM
2024-09,FY2024,Q3,GRP-HEAL,Healthcare,6400,Travel,Opex,-0.939,HFM
2024-09,FY2024,Q3,GRP-HEAL,Healthcare,6500,IT & Infrastructure,Opex,-2.233,HFM
2024-09,FY2024,Q3,GRP-HEAL,Healthcare,6600,General & Admin,Opex,-1.55,HFM
2024-09,FY2024,Q3,GRP-HEAL,Healthcare,7100,Depreciation,D&A,-4.932,HFM
2024-09,FY2024,Q3,GRP-HEAL,Healthcare,8100,Interest Expense,Finance,-2.827,HFM
2024-09,FY2024,Q3,GRP-HEAL,Healthcare,9100,Income Tax,Tax,-5.86,HFM
2024-10,FY2024,Q4,GRP-ELEC,Electronics,4000,Product Revenue,Revenue,95.242,HFM
2024-10,FY2024,Q4,GRP-ELEC,Electronics,4100,Service Revenue,Revenue,41.955,HFM
2024-10,FY2024,Q4,GRP-ELEC,Electronics,5000,Cost of Goods Sold,COGS,-73.901,HFM
2024-10,FY2024,Q4,GRP-ELEC,Electronics,6100,Salaries & Wages,Opex,-11.376,HFM
2024-10,FY2024,Q4,GRP-ELEC,Electronics,6200,Marketing,Opex,-3.997,HFM
2024-10,FY2024,Q4,GRP-ELEC,Electronics,6300,R&D,Opex,-5.61,HFM
2024-10,FY2024,Q4,GRP-ELEC,Electronics,6400,Travel,Opex,-1.424,HFM
2024-10,FY2024,Q4,GRP-ELEC,Electronics,6500,IT & Infrastructure,Opex,-3.276,HFM
2024-10,FY2024,Q4,GRP-ELEC,Electronics,6600,General & Admin,Opex,-2.211,HFM
2024-10,FY2024,Q4,GRP-ELEC,Electronics,7100,Depreciation,D&A,-7.186,HFM
2024-10,FY2024,Q4,GRP-ELEC,Electronics,8100,Interest Expense,Finance,-4.167,HFM
2024-10,FY2024,Q4,GRP-ELEC,Electronics,9100,Income Tax,Tax,-8.496,HFM
2024-10,FY2024,Q4,GRP-AUTO,Automotive,4000,Product Revenue,Revenue,135.082,HFM
2024-10,FY2024,Q4,GRP-AUTO,Automotive,4100,Service Revenue,Revenue,60.333,HFM
2024-10,FY2024,Q4,GRP-AUTO,Automotive,5000,Cost of Goods Sold,COGS,-108.292,HFM
2024-10,FY2024,Q4,GRP-AUTO,Automotive,6100,Salaries & Wages,Opex,-15.106,HFM
2024-10,FY2024,Q4,GRP-AUTO,Automotive,6200,Marketing,Opex,-5.86,HFM
2024-10,FY2024,Q4,GRP-AUTO,Automotive,6300,R&D,Opex,-7.834,HFM
2024-10,FY2024,Q4,GRP-AUTO,Automotive,6400,Travel,Opex,-1.959,HFM
2024-10,FY2024,Q4,GRP-AUTO,Automotive,6500,IT & Infrastructure,Opex,-4.676,HFM
2024-10,FY2024,Q4,GRP-AUTO,Automotive,6600,General & Admin,Opex,-3.107,HFM
2024-10,FY2024,Q4,GRP-AUTO,Automotive,7100,Depreciation,D&A,-9.8,HFM
2024-10,FY2024,Q4,GRP-AUTO,Automotive,8100,Interest Expense,Finance,-5.726,HFM
2024-10,FY2024,Q4,GRP-AUTO,Automotive,9100,Income Tax,Tax,-11.966,HFM
2024-10,FY2024,Q4,GRP-HEAL,Healthcare,4000,Product Revenue,Revenue,68.056,HFM
2024-10,FY2024,Q4,GRP-HEAL,Healthcare,4100,Service Revenue,Revenue,29.783,HFM
2024-10,FY2024,Q4,GRP-HEAL,Healthcare,5000,Cost of Goods Sold,COGS,-53.055,HFM
2024-10,FY2024,Q4,GRP-HEAL,Healthcare,6100,Salaries & Wages,Opex,-7.67,HFM
2024-10,FY2024,Q4,GRP-HEAL,Healthcare,6200,Marketing,Opex,-2.852,HFM
2024-10,FY2024,Q4,GRP-HEAL,Healthcare,6300,R&D,Opex,-3.816,HFM
2024-10,FY2024,Q4,GRP-HEAL,Healthcare,6400,Travel,Opex,-0.93,HFM
2024-10,FY2024,Q4,GRP-HEAL,Healthcare,6500,IT & Infrastructure,Opex,-2.385,HFM
2024-10,FY2024,Q4,GRP-HEAL,Healthcare,6600,General & Admin,Opex,-1.594,HFM
2024-10,FY2024,Q4,GRP-HEAL,Healthcare,7100,Depreciation,D&A,-4.785,HFM
2024-10,FY2024,Q4,GRP-HEAL,Healthcare,8100,Interest Expense,Finance,-2.9,HFM
2024-10,FY2024,Q4,GRP-HEAL,Healthcare,9100,Income Tax,Tax,-5.819,HFM
2024-11,FY2024,Q4,GRP-ELEC,Electronics,4000,Product Revenue,Revenue,101.456,HFM
2024-11,FY2024,Q4,GRP-ELEC,Electronics,4100,Service Revenue,Revenue,43.565,HFM
2024-11,FY2024,Q4,GRP-ELEC,Electronics,5000,Cost of Goods Sold,COGS,-76.97,HFM
2024-11,FY2024,Q4,GRP-ELEC,Electronics,6100,Salaries & Wages,Opex,-10.776,HFM
2024-11,FY2024,Q4,GRP-ELEC,Electronics,6200,Marketing,Opex,-4.183,HFM
2024-11,FY2024,Q4,GRP-ELEC,Electronics,6300,R&D,Opex,-5.515,HFM
2024-11,FY2024,Q4,GRP-ELEC,Electronics,6400,Travel,Opex,-1.372,HFM
2024-11,FY2024,Q4,GRP-ELEC,Electronics,6500,IT & Infrastructure,Opex,-3.232,HFM
2024-11,FY2024,Q4,GRP-ELEC,Electronics,6600,General & Admin,Opex,-2.221,HFM
2024-11,FY2024,Q4,GRP-ELEC,Electronics,7100,Depreciation,D&A,-6.961,HFM
2024-11,FY2024,Q4,GRP-ELEC,Electronics,8100,Interest Expense,Finance,-4.226,HFM
2024-11,FY2024,Q4,GRP-ELEC,Electronics,9100,Income Tax,Tax,-8.689,HFM
2024-11,FY2024,Q4,GRP-AUTO,Automotive,4000,Product Revenue,Revenue,133.697,HFM
2024-11,FY2024,Q4,GRP-AUTO,Automotive,4100,Service Revenue,Revenue,60.002,HFM
2024-11,FY2024,Q4,GRP-AUTO,Automotive,5000,Cost of Goods Sold,COGS,-107.004,HFM
2024-11,FY2024,Q4,GRP-AUTO,Automotive,6100,Salaries & Wages,Opex,-15.55,HFM
2024-11,FY2024,Q4,GRP-AUTO,Automotive,6200,Marketing,Opex,-5.777,HFM
2024-11,FY2024,Q4,GRP-AUTO,Automotive,6300,R&D,Opex,-7.803,HFM
2024-11,FY2024,Q4,GRP-AUTO,Automotive,6400,Travel,Opex,-1.922,HFM
2024-11,FY2024,Q4,GRP-AUTO,Automotive,6500,IT & Infrastructure,Opex,-4.811,HFM
2024-11,FY2024,Q4,GRP-AUTO,Automotive,6600,General & Admin,Opex,-3.244,HFM
2024-11,FY2024,Q4,GRP-AUTO,Automotive,7100,Depreciation,D&A,-10.056,HFM
2024-11,FY2024,Q4,GRP-AUTO,Automotive,8100,Interest Expense,Finance,-5.975,HFM
