period,fiscal_year,fiscal_quarter,bu,region,account_code,account_name,account_category,amount_usd_mn,source
2024-07,FY2024,Q3,Electronics,APAC,6100,Salaries & Wages,Opex,-3.059,SAP-ECC
2024-07,FY2024,Q3,Electronics,APAC,6200,Marketing,Opex,-1.249,SAP-ECC
2024-07,FY2024,Q3,Electronics,APAC,6300,R&D,Opex,-1.675,SAP-ECC
2024-07,FY2024,Q3,Electronics,APAC,6400,Travel,Opex,-0.382,SAP-ECC
2024-07,FY2024,Q3,Electronics,APAC,6500,IT & Infrastructure,Opex,-0.968,SAP-ECC
2024-07,FY2024,Q3,Electronics,APAC,6600,General & Admin,Opex,-0.643,SAP-ECC
2024-07,FY2024,Q3,Electronics,APAC,7100,Depreciation,D&A,-1.966,SAP-ECC
2024-07,FY2024,Q3,Electronics,APAC,8100,Interest Expense,Finance,-1.204,SAP-ECC
2024-07,FY2024,Q3,Electronics,APAC,9100,Income Tax,Tax,-2.375,SAP-ECC
2024-07,FY2024,Q3,Electronics,EMEA,4000,Product Revenue,Revenue,28.636,SAP-ECC
2024-07,FY2024,Q3,Electronics,EMEA,4100,Service Revenue,Revenue,13.105,SAP-ECC
2024-07,FY2024,Q3,Electronics,EMEA,5000,Cost of Goods Sold,COGS,-23.99,SAP-ECC
2024-07,FY2024,Q3,Electronics,EMEA,6100,Salaries & Wages,Opex,-3.613,SAP-ECC
2024-07,FY2024,Q3,Electronics,EMEA,6200,Marketing,Opex,-1.238,SAP-ECC
2024-07,FY2024,Q3,Electronics,EMEA,6300,R&D,Opex,-1.582,SAP-ECC
2024-07,FY2024,Q3,Electronics,EMEA,6400,Travel,Opex,-0.397,SAP-ECC
2024-07,FY2024,Q3,Electronics,EMEA,6500,IT & Infrastructure,Opex,-1.004,SAP-ECC
2024-07,FY2024,Q3,Electronics,EMEA,6600,General & Admin,Opex,-0.716,SAP-ECC
2024-07,FY2024,Q3,Electronics,EMEA,7100,Depreciation,D&A,-2.187,SAP-ECC
2024-07,FY2024,Q3,Electronics,EMEA,8100,Interest Expense,Finance,-1.309,SAP-ECC
2024-07,FY2024,Q3,Electronics,EMEA,9100,Income Tax,Tax,-2.868,SAP-ECC
2024-07,FY2024,Q3,Electronics,Americas,4000,Product Revenue,Revenue,34.812,SAP-ECC
2024-07,FY2024,Q3,Electronics,Americas,4100,Service Revenue,Revenue,15.194,SAP-ECC
2024-07,FY2024,Q3,Electronics,Americas,5000,Cost of Goods Sold,COGS,-27.496,SAP-ECC
2024-07,FY2024,Q3,Electronics,Americas,6100,Salaries & Wages,Opex,-4.491,SAP-ECC
2024-07,FY2024,Q3,Electronics,Americas,6200,Marketing,Opex,-1.625,SAP-ECC
2024-07,FY2024,Q3,Electronics,Americas,6300,R&D,Opex,-1.939,SAP-ECC
2024-07,FY2024,Q3,Electronics,Americas,6400,Travel,Opex,-0.549,SAP-ECC
2024-07,FY2024,Q3,Electronics,Americas,6500,IT & Infrastructure,Opex,-1.232,SAP-ECC
2024-07,FY2024,Q3,Electronics,Americas,6600,General & Admin,Opex,-0.873,SAP-ECC
2024-07,FY2024,Q3,Electronics,Americas,7100,Depreciation,D&A,-2.782,SAP-ECC
2024-07,FY2024,Q3,Electronics,Americas,8100,Interest Expense,Finance,-1.427,SAP-ECC
2024-07,FY2024,Q3,Electronics,Americas,9100,Income Tax,Tax,-3.084,SAP-ECC
2024-07,FY2024,Q3,Automotive,APAC,4000,Product Revenue,Revenue,35.552,SAP-ECC
2024-07,FY2024,Q3,Automotive,APAC,4100,Service Revenue,Revenue,15.04,SAP-ECC
2024-07,FY2024,Q3,Automotive,APAC,5000,Cost of Goods Sold,COGS,-30.597,SAP-ECC
2024-07,FY2024,Q3,Automotive,APAC,6100,Salaries & Wages,Opex,-4.533,SAP-ECC
2024-07,FY2024,Q3,Automotive,APAC,6200,Marketing,Opex,-1.508,SAP-ECC
2024-07,FY2024,Q3,Automotive,APAC,6300,R&D,Opex,-2.281,SAP-ECC
2024-07,FY2024,Q3,Automotive,APAC,6400,Travel,Opex,-0.537,SAP-ECC
2024-07,FY2024,Q3,Automotive,APAC,6500,IT & Infrastructure,Opex,-1.25,SAP-ECC
2024-07,FY2024,Q3,Automotive,APAC,6600,General & Admin,Opex,-0.831,SAP-ECC
2024-07,FY2024,Q3,Automotive,APAC,7100,Depreciation,D&A,-2.911,SAP-ECC
2024-07,FY2024,Q3,Automotive,APAC,8100,Interest Expense,Finance,-1.511,SAP-ECC
2024-07,FY2024,Q3,Automotive,APAC,9100,Income Tax,Tax,-3.42,SAP-ECC
2024-07,FY2024,Q3,Automotive,EMEA,4000,Product Revenue,Revenue,40.93,SAP-ECC
2024-07,FY2024,Q3,Automotive,EMEA,4100,Service Revenue,Revenue,19.252,SAP-ECC
2024-07,FY2024,Q3,Automotive,EMEA,5000,Cost of Goods Sold,COGS,-34.793,SAP-ECC
2024-07,FY2024,Q3,Automotive,EMEA,6100,Salaries & Wages,Opex,-4.703,SAP-ECC
2024-07,FY2024,Q3,Automotive,EMEA,6200,Marketing,Opex,-1.854,SAP-ECC
2024-07,FY2024,Q3,Automotive,EMEA,6300,R&D,Opex,-2.505,SAP-ECC
2024-07,FY2024,Q3,Automotive,EMEA,6400,Travel,Opex,-0.588,SAP-ECC
2024-07,FY2024,Q3,Automotive,EMEA,6500,IT & Infrastructure,Opex,-1.407,SAP-ECC
2024-07,FY2024,Q3,Automotive,EMEA,6600,General & Admin,Opex,-0.91,SAP-ECC
2024-07,FY2024,Q3,Automotive,EMEA,7100,Depreciation,D&A,-3.124,SAP-ECC
2024-07,FY2024,Q3,Automotive,EMEA,8100,Interest Expense,Finance,-1.732,SAP-ECC
2024-07,FY2024,Q3,Automotive,EMEA,9100,Income Tax,Tax,-3.662,SAP-ECC
2024-07,FY2024,Q3,Automotive,Americas,4000,Product Revenue,Revenue,47.039,SAP-ECC
2024-07,FY2024,Q3,Automotive,Americas,4100,Service Revenue,Revenue,23.619,SAP-ECC
2024-07,FY2024,Q3,Automotive,Americas,5000,Cost of Goods Sold,COGS,-42.81,SAP-ECC
2024-07,FY2024,Q3,Automotive,Americas,6100,Salaries & Wages,Opex,-6.26,SAP-ECC
2024-07,FY2024,Q3,Automotive,Americas,6200,Marketing,Opex,-2.236,SAP-ECC
2024-07,FY2024,Q3,Automotive,Americas,6300,R&D,Opex,-2.878,SAP-ECC
2024-07,FY2024,Q3,Automotive,Americas,6400,Travel,Opex,-0.728,SAP-ECC
2024-07,FY2024,Q3,Automotive,Americas,6500,IT & Infrastructure,Opex,-1.897,SAP-ECC
2024-07,FY2024,Q3,Automotive,Americas,6600,General & Admin,Opex,-1.258,SAP-ECC
2024-07,FY2024,Q3,Automotive,Americas,7100,Depreciation,D&A,-3.756,SAP-ECC
2024-07,FY2024,Q3,Automotive,Americas,8100,Interest Expense,Finance,-2.299,SAP-ECC
2024-07,FY2024,Q3,Automotive,Americas,9100,Income Tax,Tax,-4.409,SAP-ECC
2024-07,FY2024,Q3,Healthcare,APAC,4000,Product Revenue,Revenue,18.852,SAP-ECC
2024-07,FY2024,Q3,Healthcare,APAC,4100,Service Revenue,Revenue,7.689,SAP-ECC
2024-07,FY2024,Q3,Healthcare,APAC,5000,Cost of Goods Sold,COGS,-14.705,SAP-ECC
2024-07,FY2024,Q3,Healthcare,APAC,6100,Salaries & Wages,Opex,-2.286,SAP-ECC
2024-07,FY2024,Q3,Healthcare,APAC,6200,Marketing,Opex,-0.816,SAP-ECC
2024-07,FY2024,Q3,Healthcare,APAC,6300,R&D,Opex,-1.162,SAP-ECC
2024-07,FY2024,Q3,Healthcare,APAC,6400,Travel,Opex,-0.264,SAP-ECC
2024-07,FY2024,Q3,Healthcare,APAC,6500,IT & Infrastructure,Opex,-0.68,SAP-ECC
2024-07,FY2024,Q3,Healthcare,APAC,6600,General & Admin,Opex,-0.461,SAP-ECC
2024-07,FY2024,Q3,Healthcare,APAC,7100,Depreciation,D&A,-1.468,SAP-ECC
2024-07,FY2024,Q3,Healthcare,APAC,8100,Interest Expense,Finance,-0.829,SAP-ECC
2024-07,FY2024,Q3,Healthcare,APAC,9100,Income Tax,Tax,-1.851,SAP-ECC
2024-07,FY2024,Q3,Healthcare,EMEA,4000,Product Revenue,Revenue,21.481,SAP-ECC
2024-07,FY2024,Q3,Healthcare,EMEA,4100,Service Revenue,Revenue,8.519,SAP-ECC
2024-07,FY2024,Q3,Healthcare,EMEA,5000,Cost of Goods Sold,COGS,-15.941,SAP-ECC
2024-07,FY2024,Q3,Healthcare,EMEA,6100,Salaries & Wages,Opex,-2.302,SAP-ECC
2024-07,FY2024,Q3,Healthcare,EMEA,6200,Marketing,Opex,-0.935,SAP-ECC
2024-07,FY2024,Q3,Healthcare,EMEA,6300,R&D,Opex,-1.306,SAP-ECC
2024-07,FY2024,Q3,Healthcare,EMEA,6400,Travel,Opex,-0.323,SAP-ECC
2024-07,FY2024,Q3,Healthcare,EMEA,6500,IT & Infrastructure,Opex,-0.676,SAP-ECC
2024-07,FY2024,Q3,Healthcare,EMEA,6600,General & Admin,Opex,-0.505,SAP-ECC
2024-07,FY2024,Q3,Healthcare,EMEA,7100,Depreciation,D&A,-1.435,SAP-ECC
2024-07,FY2024,Q3,Healthcare,EMEA,8100,Interest Expense,Finance,-0.874,SAP-ECC
2024-07,FY2024,Q3,Healthcare,EMEA,9100,Income Tax,Tax,-1.957,SAP-ECC
2024-07,FY2024,Q3,Healthcare,Americas,4000,Product Revenue,Revenue,25.984,SAP-ECC
2024-07,FY2024,Q3,Healthcare,Americas,4100,Service Revenue,Revenue,11.664,SAP-ECC
2024-07,FY2024,Q3,Healthcare,Americas,5000,Cost of Goods Sold,COGS,-18.934,SAP-ECC
2024-07,FY2024,Q3,Healthcare,Americas,6100,Salaries & Wages,Opex,-3.052,SAP-ECC
2024-07,FY2024,Q3,Healthcare,Americas,6200,Marketing,Opex,-1.137,SAP-ECC
2024-07,FY2024,Q3,Healthcare,Americas,6300,R&D,Opex,-1.473,SAP-ECC
2024-07,FY2024,Q3,Healthcare,Americas,6400,Travel,Opex,-0.363,SAP-ECC
2024-07,FY2024,Q3,Healthcare,Americas,6500,IT & Infrastructure,Opex,-0.932,SAP-ECC
2024-07,FY2024,Q3,Healthcare,Americas,6600,General & Admin,Opex,-0.566,SAP-ECC
2024-07,FY2024,Q3,Healthcare,Americas,7100,Depreciation,D&A,-1.971,SAP-ECC
2024-07,FY2024,Q3,Healthcare,Americas,8100,Interest Expense,Finance,-0.999,SAP-ECC
2024-07,FY2024,Q3,Healthcare,Americas,9100,Income Tax,Tax,-2.456,SAP-ECC
2024-08,FY2024,Q3,Electronics,APAC,4000,Product Revenue,Revenue,29.98,SAP-ECC
2024-08,FY2024,Q3,Electronics,APAC,4100,Service Revenue,Revenue,11.061,SAP-ECC
2024-08,FY2024,Q3,Electronics,APAC,5000,Cost of Goods Sold,COGS,-23.701,SAP-ECC
2024-08,FY2024,Q3,Electronics,APAC,6100,Salaries & Wages,Opex,-3.154,SAP-ECC
2024-08,FY2024,Q3,Electronics,APAC,6200,Marketing,Opex,-1.133,SAP-ECC
2024-08,FY2024,Q3,Electronics,APAC,6300,R&D,Opex,-1.612,SAP-ECC
2024-08,FY2024,Q3,Electronics,APAC,6400,Travel,Opex,-0.375,SAP-ECC
2024-08,FY2024,Q3,Electronics,APAC,6500,IT & Infrastructure,Opex,-1.02,SAP-ECC
2024-08,FY2024,Q3,Electronics,APAC,6600,General & Admin,Opex,-0.639,SAP-ECC
2024-08,FY2024,Q3,Electronics,APAC,7100,Depreciation,D&A,-2.076,SAP-ECC
2024-08,FY2024,Q3,Electronics,APAC,8100,Interest Expense,Finance,-1.162,SAP-ECC
2024-08,FY2024,Q3,Electronics,APAC,9100,Income Tax,Tax,-2.488,SAP-ECC
2024-08,FY2024,Q3,Electronics,EMEA,4000,Product Revenue,Revenue,30.004,SAP-ECC
2024-08,FY2024,Q3,Electronics,EMEA,4100,Service Revenue,Revenue,12.629,SAP-ECC
2024-08,FY2024,Q3,Electronics,EMEA,5000,Cost of Goods Sold,COGS,-24.237,SAP-ECC
2024-08,FY2024,Q3,Electronics,EMEA,6100,Salaries & Wages,Opex,-3.516,SAP-ECC
2024-08,FY2024,Q3,Electronics,EMEA,6200,Marketing,Opex,-1.225,SAP-ECC
2024-08,FY2024,Q3,Electronics,EMEA,6300,R&D,Opex,-1.909,SAP-ECC
2024-08,FY2024,Q3,Electronics,EMEA,6400,Travel,Opex,-0.437,SAP-ECC
2024-08,FY2024,Q3,Electronics,EMEA,6500,IT & Infrastructure,Opex,-1.119,SAP-ECC
2024-08,FY2024,Q3,Electronics,EMEA,6600,General & Admin,Opex,-0.755,SAP-ECC
2024-08,FY2024,Q3,Electronics,EMEA,7100,Depreciation,D&A,-2.148,SAP-ECC
2024-08,FY2024,Q3,Electronics,EMEA,8100,Interest Expense,Finance,-1.299,SAP-ECC
2024-08,FY2024,Q3,Electronics,EMEA,9100,Income Tax,Tax,-2.778,SAP-ECC
2024-08,FY2024,Q3,Electronics,Americas,4000,Product Revenue,Revenue,35.097,SAP-ECC
2024-08,FY2024,Q3,Electronics,Americas,4100,Service Revenue,Revenue,14.829,SAP-ECC
2024-08,FY2024,Q3,Electronics,Americas,5000,Cost of Goods Sold,COGS,-27.78,SAP-ECC
2024-08,FY2024,Q3,Electronics,Americas,6100,Salaries & Wages,Opex,-4.548,SAP-ECC
2024-08,FY2024,Q3,Electronics,Americas,6200,Marketing,Opex,-1.605,SAP-ECC
2024-08,FY2024,Q3,Electronics,Americas,6300,R&D,Opex,-2.079,SAP-ECC
2024-08,FY2024,Q3,Electronics,Americas,6400,Travel,Opex,-0.495,SAP-ECC
2024-08,FY2024,Q3,Electronics,Americas,6500,IT & Infrastructure,Opex,-1.228,SAP-ECC
2024-08,FY2024,Q3,Electronics,Americas,6600,General & Admin,Opex,-0.826,SAP-ECC
2024-08,FY2024,Q3,Electronics,Americas,7100,Depreciation,D&A,-2.795,SAP-ECC
2024-08,FY2024,Q3,Electronics,Americas,8100,Interest Expense,Finance,-1.583,SAP-ECC
2024-08,FY2024,Q3,Electronics,Americas,9100,Income Tax,Tax,-3.388,SAP-ECC
2024-08,FY2024,Q3,Automotive,APAC,4000,Product Revenue,Revenue,40.055,SAP-ECC
2024-08,FY2024,Q3,Automotive,APAC,4100,Service Revenue,Revenue,15.9,SAP-ECC
2024-08,FY2024,Q3,Automotive,APAC,5000,Cost of Goods Sold,COGS,-32.215,SAP-ECC
2024-08,FY2024,Q3,Automotive,APAC,6100,Salaries & Wages,Opex,-4.8,SAP-ECC
2024-08,FY2024,Q3,Automotive,APAC,6200,Marketing,Opex,-1.704,SAP-ECC
2024-08,FY2024,Q3,Automotive,APAC,6300,R&D,Opex,-2.212,SAP-ECC
2024-08,FY2024,Q3,Automotive,APAC,6400,Travel,Opex,-0.521,SAP-ECC
2024-08,FY2024,Q3,Automotive,APAC,6500,IT & Infrastructure,Opex,-1.399,SAP-ECC
2024-08,FY2024,Q3,Automotive,APAC,6600,General & Admin,Opex,-0.834,SAP-ECC
2024-08,FY2024,Q3,Automotive,APAC,7100,Depreciation,D&A,-2.879,SAP-ECC
2024-08,FY2024,Q3,Automotive,APAC,8100,Interest Expense,Finance,-1.658,SAP-ECC
2024-08,FY2024,Q3,Automotive,APAC,9100,Income Tax,Tax,-3.72,SAP-ECC
2024-08,FY2024,Q3,Automotive,EMEA,4000,Product Revenue,Revenue,43.41,SAP-ECC
2024-08,FY2024,Q3,Automotive,EMEA,4100,Service Revenue,Revenue,18.932,SAP-ECC
2024-08,FY2024,Q3,Automotive,EMEA,5000,Cost of Goods Sold,COGS,-31.191,SAP-ECC
2024-08,FY2024,Q3,Automotive,EMEA,6100,Salaries & Wages,Opex,-4.515,SAP-ECC
2024-08,FY2024,Q3,Automotive,EMEA,6200,Marketing,Opex,-1.961,SAP-ECC
2024-08,FY2024,Q3,Automotive,EMEA,6300,R&D,Opex,-2.657,SAP-ECC
2024-08,FY2024,Q3,Automotive,EMEA,6400,Travel,Opex,-0.634,SAP-ECC
2024-08,FY2024,Q3,Automotive,EMEA,6500,IT & Infrastructure,Opex,-1.547,SAP-ECC
2024-08,FY2024,Q3,Automotive,EMEA,6600,General & Admin,Opex,-0.969,SAP-ECC
2024-08,FY2024,Q3,Automotive,EMEA,7100,Depreciation,D&A,-3.265,SAP-ECC
2024-08,FY2024,Q3,Automotive,EMEA,8100,Interest Expense,Finance,-1.758,SAP-ECC
2024-08,FY2024,Q3,Automotive,EMEA,9100,Income Tax,Tax,-3.989,SAP-ECC
2024-08,FY2024,Q3,Automotive,Americas,4000,Product Revenue,Revenue,47.181,SAP-ECC
2024-08,FY2024,Q3,Automotive,Americas,4100,Service Revenue,Revenue,22.181,SAP-ECC
2024-08,FY2024,Q3,Automotive,Americas,5000,Cost of Goods Sold,COGS,-39.707,SAP-ECC
2024-08,FY2024,Q3,Automotive,Americas,6100,Salaries & Wages,Opex,-6.033,SAP-ECC
2024-08,FY2024,Q3,Automotive,Americas,6200,Marketing,Opex,-2.282,SAP-ECC
2024-08,FY2024,Q3,Automotive,Americas,6300,R&D,Opex,-3.016,SAP-ECC
2024-08,FY2024,Q3,Automotive,Americas,6400,Travel,Opex,-0.736,SAP-ECC
2024-08,FY2024,Q3,Automotive,Americas,6500,IT & Infrastructure,Opex,-1.769,SAP-ECC
2024-08,FY2024,Q3,Automotive,Americas,6600,General & Admin,Opex,-1.078,SAP-ECC
2024-08,FY2024,Q3,Automotive,Americas,7100,Depreciation,D&A,-3.727,SAP-ECC
2024-08,FY2024,Q3,Automotive,Americas,8100,Interest Expense,Finance,-2.023,SAP-ECC
2024-08,FY2024,Q3,Automotive,Americas,9100,Income Tax,Tax,-4.641,SAP-ECC
2024-08,FY2024,Q3,Healthcare,APAC,4000,Product Revenue,Revenue,18.611,SAP-ECC
2024-08,FY2024,Q3,Healthcare,APAC,4100,Service Revenue,Revenue,9.017,SAP-ECC
2024-08,FY2024,Q3,Healthcare,APAC,5000,Cost of Goods Sold,COGS,-13.923,SAP-ECC
2024-08,FY2024,Q3,Healthcare,APAC,6100,Salaries & Wages,Opex,-2.34,SAP-ECC
2024-08,FY2024,Q3,Healthcare,APAC,6200,Marketing,Opex,-0.857,SAP-ECC
2024-08,FY2024,Q3,Healthcare,APAC,6300,R&D,Opex,-1.168,SAP-ECC
2024-08,FY2024,Q3,Healthcare,APAC,6400,Travel,Opex,-0.297,SAP-ECC
2024-08,FY2024,Q3,Healthcare,APAC,6500,IT & Infrastructure,Opex,-0.618,SAP-ECC
2024-08,FY2024,Q3,Healthcare,APAC,6600,General & Admin,Opex,-0.411,SAP-ECC
2024-08,FY2024,Q3,Healthcare,APAC,7100,Depreciation,D&A,-1.298,SAP-ECC
2024-08,FY2024,Q3,Healthcare,APAC,8100,Interest Expense,Finance,-0.785,SAP-ECC
2024-08,FY2024,Q3,Healthcare,APAC,9100,Income Tax,Tax,-1.739,SAP-ECC
2024-08,FY2024,Q3,Healthcare,EMEA,4000,Product Revenue,Revenue,22.754,SAP-ECC
2024-08,FY2024,Q3,Healthcare,EMEA,4100,Service Revenue,Revenue,8.85,SAP-ECC
2024-08,FY2024,Q3,Healthcare,EMEA,5000,Cost of Goods Sold,COGS,-16.616,SAP-ECC
2024-08,FY2024,Q3,Healthcare,EMEA,6100,Salaries & Wages,Opex,-2.406,SAP-ECC
2024-08,FY2024,Q3,Healthcare,EMEA,6200,Marketing,Opex,-0.908,SAP-ECC
2024-08,FY2024,Q3,Healthcare,EMEA,6300,R&D,Opex,-1.245,SAP-ECC
2024-08,FY2024,Q3,Healthcare,EMEA,6400,Travel,Opex,-0.335,SAP-ECC
2024-08,FY2024,Q3,Healthcare,EMEA,6500,IT & Infrastructure,Opex,-0.703,SAP-ECC
2024-08,FY2024,Q3,Healthcare,EMEA,6600,General & Admin,Opex,-0.509,SAP-ECC
2024-08,FY2024,Q3,Healthcare,EMEA,7100,Depreciation,D&A,-1.634,SAP-ECC
2024-08,FY2024,Q3,Healthcare,EMEA,8100,Interest Expense,Finance,-0.949,SAP-ECC
2024-08,FY2024,Q3,Healthcare,EMEA,9100,Income Tax,Tax,-2.046,SAP-ECC
2024-08,FY2024,Q3,Healthcare,Americas,4000,Product Revenue,Revenue,27.048,SAP-ECC
2024-08,FY2024,Q3,Healthcare,Americas,4100,Service Revenue,Revenue,10.277,SAP-ECC
2024-08,FY2024,Q3,Healthcare,Americas,5000,Cost of Goods Sold,COGS,-19.875,SAP-ECC
2024-08,FY2024,Q3,Healthcare,Americas,6100,Salaries & Wages,Opex,-2.982,SAP-ECC
2024-08,FY2024,Q3,Healthcare,Americas,6200,Marketing,Opex,-1.02,SAP-ECC
2024-08,FY2024,Q3,Healthcare,Americas,6300,R&D,Opex,-1.348,SAP-ECC
2024-08,FY2024,Q3,Healthcare,Americas,6400,Travel,Opex,-0.348,SAP-ECC
2024-08,FY2024,Q3,Healthcare,Americas,6500,IT & Infrastructure,Opex,-0.886,SAP-ECC
2024-08,FY2024,Q3,Healthcare,Americas,6600,General & Admin,Opex,-0.584,SAP-ECC
2024-08,FY2024,Q3,Healthcare,Americas,7100,Depreciation,D&A,-1.94,SAP-ECC
2024-08,FY2024,Q3,Healthcare,Americas,8100,Interest Expense,Finance,-1.121,SAP-ECC
2024-08,FY2024,Q3,Healthcare,Americas,9100,Income Tax,Tax,-2.455,SAP-ECC
2024-09,FY2024,Q3,Electronics,APAC,4000,Product Revenue,Revenue,26.035,SAP-ECC
2024-09,FY2024,Q3,Electronics,APAC,4100,Service Revenue,Revenue,12.085,SAP-ECC
2024-09,FY2024,Q3,Electronics,APAC,5000,Cost of Goods Sold,COGS,-20.249,SAP-ECC
2024-09,FY2024,Q3,Electronics,APAC,6100,Salaries & Wages,Opex,-3.042,SAP-ECC
2024-09,FY2024,Q3,Electronics,APAC,6200,Marketing,Opex,-1.281,SAP-ECC
2024-09,FY2024,Q3,Electronics,APAC,6300,R&D,Opex,-1.714,SAP-ECC
2024-09,FY2024,Q3,Electronics,APAC,6400,Travel,Opex,-0.399,SAP-ECC
2024-09,FY2024,Q3,Electronics,APAC,6500,IT & Infrastructure,Opex,-0.884,SAP-ECC
2024-09,FY2024,Q3,Electronics,APAC,6600,General & Admin,Opex,-0.593,SAP-ECC
2024-09,FY2024,Q3,Electronics,APAC,7100,Depreciation,D&A,-2.156,SAP-ECC
2024-09,FY2024,Q3,Electronics,APAC,8100,Interest Expense,Finance,-1.288,SAP-ECC
2024-09,FY2024,Q3,Electronics,APAC,9100,Income Tax,Tax,-2.534,SAP-ECC
2024-09,FY2024,Q3,Electronics,EMEA,4000,Product Revenue,Revenue,28.581,SAP-ECC
2024-09,FY2024,Q3,Electronics,EMEA,4100,Service Revenue,Revenue,14.382,SAP-ECC
2024-09,FY2024,Q3,Electronics,EMEA,5000,Cost of Goods Sold,COGS,-23.685,SAP-ECC
2024-09,FY2024,Q3,Electronics,EMEA,6100,Salaries & Wages,Opex,-3.856,SAP-ECC
2024-09,FY2024,Q3,Electronics,EMEA,6200,Marketing,Opex,-1.357,SAP-ECC
2024-09,FY2024,Q3,Electronics,EMEA,6300,R&D,Opex,-1.862,SAP-ECC
2024-09,FY2024,Q3,Electronics,EMEA,6400,Travel,Opex,-0.462,SAP-ECC
2024-09,FY2024,Q3,Electronics,EMEA,6500,IT & Infrastructure,Opex,-1.05,SAP-ECC
2024-09,FY2024,Q3,Electronics,EMEA,6600,General & Admin,Opex,-0.659,SAP-ECC
2024-09,FY2024,Q3,Electronics,EMEA,7100,Depreciation,D&A,-2.093,SAP-ECC
2024-09,FY2024,Q3,Electronics,EMEA,8100,Interest Expense,Finance,-1.274,SAP-ECC
2024-09,FY2024,Q3,Electronics,EMEA,9100,Income Tax,Tax,-2.95,SAP-ECC
2024-09,FY2024,Q3,Electronics,Americas,4000,Product Revenue,Revenue,36.672,SAP-ECC
2024-09,FY2024,Q3,Electronics,Americas,4100,Service Revenue,Revenue,17.166,SAP-ECC
2024-09,FY2024,Q3,Electronics,Americas,5000,Cost of Goods Sold,COGS,-28.513,SAP-ECC
2024-09,FY2024,Q3,Electronics,Americas,6100,Salaries & Wages,Opex,-4.47,SAP-ECC
2024-09,FY2024,Q3,Electronics,Americas,6200,Marketing,Opex,-1.5,SAP-ECC
2024-09,FY2024,Q3,Electronics,Americas,6300,R&D,Opex,-2.324,SAP-ECC
2024-09,FY2024,Q3,Electronics,Americas,6400,Travel,Opex,-0.556,SAP-ECC
2024-09,FY2024,Q3,Electronics,Americas,6500,IT & Infrastructure,Opex,-1.283,SAP-ECC
2024-09,FY2024,Q3,Electronics,Americas,6600,General & Admin,Opex,-0.927,SAP-ECC
2024-09,FY2024,Q3,Electronics,Americas,7100,Depreciation,D&A,-2.46,SAP-ECC
2024-09,FY2024,Q3,Electronics,Americas,8100,Interest Expense,Finance,-1.585,SAP-ECC
2024-09,FY2024,Q3,Electronics,Americas,9100,Income Tax,Tax,-3.542,SAP-ECC
2024-09,FY2024,Q3,Automotive,APAC,4000,Product Revenue,Revenue,38.166,SAP-ECC
2024-09,FY2024,Q3,Automotive,APAC,4100,Service Revenue,Revenue,17.642,SAP-ECC
2024-09,FY2024,Q3,Automotive,APAC,5000,Cost of Goods Sold,COGS,-33.366,SAP-ECC
2024-09,FY2024,Q3,Automotive,APAC,6100,Salaries & Wages,Opex,-4.407,SAP-ECC
2024-09,FY2024,Q3,Automotive,APAC,6200,Marketing,Opex,-1.766,SAP-ECC
2024-09,FY2024,Q3,Automotive,APAC,6300,R&D,Opex,-2.056,SAP-ECC
2024-09,FY2024,Q3,Automotive,APAC,6400,Travel,Opex,-0.538,SAP-ECC
2024-09,FY2024,Q3,Automotive,APAC,6500,IT & Infrastructure,Opex,-1.465,SAP-ECC
2024-09,FY2024,Q3,Automotive,APAC,6600,General & Admin,Opex,-0.896,SAP-ECC
2024-09,FY2024,Q3,Automotive,APAC,7100,Depreciation,D&A,-2.734,SAP-ECC
2024-09,FY2024,Q3,Automotive,APAC,8100,Interest Expense,Finance,-1.816,SAP-ECC
2024-09,FY2024,Q3,Automotive,APAC,9100,Income Tax,Tax,-3.465,SAP-ECC
2024-09,FY2024,Q3,Automotive,EMEA,4000,Product Revenue,Revenue,45.044,SAP-ECC
2024-09,FY2024,Q3,Automotive,EMEA,4100,Service Revenue,Revenue,19.241,SAP-ECC
2024-09,FY2024,Q3,Automotive,EMEA,5000,Cost of Goods Sold,COGS,-31.761,SAP-ECC
2024-09,FY2024,Q3,Automotive,EMEA,6100,Salaries & Wages,Opex,-5.094,SAP-ECC
2024-09,FY2024,Q3,Automotive,EMEA,6200,Marketing,Opex,-1.97,SAP-ECC
2024-09,FY2024,Q3,Automotive,EMEA,6300,R&D,Opex,-2.589,SAP-ECC
2024-09,FY2024,Q3,Automotive,EMEA,6400,Travel,Opex,-0.577,SAP-ECC
2024-09,FY2024,Q3,Automotive,EMEA,6500,IT & Infrastructure,Opex,-1.404,SAP-ECC
2024-09,FY2024,Q3,Automotive,EMEA,6600,General & Admin,Opex,-1.035,SAP-ECC
2024-09,FY2024,Q3,Automotive,EMEA,7100,Depreciation,D&A,-3.192,SAP-ECC
2024-09,FY2024,Q3,Automotive,EMEA,8100,Interest Expense,Finance,-1.95,SAP-ECC
2024-09,FY2024,Q3,Automotive,EMEA,9100,Income Tax,Tax,-3.77,SAP-ECC
2024-09,FY2024,Q3,Automotive,Americas,4000,Product Revenue,Revenue,48.703,SAP-ECC
2024-09,FY2024,Q3,Automotive,Americas,4100,Service Revenue,Revenue,20.467,SAP-ECC
2024-09,FY2024,Q3,Automotive,Americas,5000,Cost of Goods Sold,COGS,-39.746,SAP-ECC
